customer_id,timestamp,voltage,current,power,is_theft
16,2024-06-10 05:00:00,232.16,12.576,2.92,0
9,2024-06-21 10:00:00,229.39,10.008,2.296,0
40,2024-06-17 01:00:00,232.77,8.007,1.864,0
3,2024-06-09 03:00:00,229.01,10.309,2.361,0
4,2024-06-17 21:00:00,227.36,13.731,3.122,0
34,2024-06-26 04:00:00,226.86,11.457,2.599,0
34,2024-06-01 19:00:00,230.88,17.001,3.925,0
28,2024-06-14 18:00:00,231.82,16.26,3.769,0
7,2024-06-17 03:00:00,235.66,10.017,2.361,0
30,2024-06-16 03:00:00,234.51,9.118,2.138,0
36,2024-06-13 20:00:00,230.05,16.152,3.716,0
5,2024-06-02 11:00:00,221.5,11.661,2.583,0
6,2024-06-08 02:00:00,225.43,11.03,2.487,0
28,2024-06-18 18:00:00,232.89,16.438,3.828,0
46,2024-06-09 12:00:00,203.61,2.026,0.413,1
7,2024-05-31 20:00:00,232.88,17.139,3.991,0
27,2024-06-10 07:00:00,231.74,14.838,3.439,0
19,2024-06-09 00:00:00,231.37,9.098,2.105,0
43,2024-06-13 23:00:00,219.75,0.808,0.177,1
34,2024-06-14 16:00:00,231.09,11.115,2.569,0
40,2024-06-01 17:00:00,226.91,14.578,3.308,0
7,2024-06-26 05:00:00,225.58,12.001,2.707,0
40,2024-06-16 06:00:00,226.98,14.946,3.392,0
28,2024-05-31 14:00:00,234.31,8.476,1.986,0
12,2024-06-22 12:00:00,229.53,8.451,1.94,0
23,2024-06-23 15:00:00,237.76,9.347,2.222,0
33,2024-06-19 00:00:00,224.89,8.345,1.877,0
39,2024-06-12 15:00:00,225.65,10.762,2.428,0
27,2024-06-12 21:00:00,229.61,13.481,3.095,0
46,2024-06-06 10:00:00,210.87,1.556,0.328,1
3,2024-06-10 00:00:00,223.0,9.147,2.04,0
6,2024-06-13 14:00:00,227.78,11.233,2.559,0
7,2024-06-15 03:00:00,238.48,9.112,2.173,0
2,2024-06-19 11:00:00,230.27,9.854,2.269,0
28,2024-06-18 15:00:00,226.49,8.725,1.976,0
42,2024-06-21 12:00:00,214.69,1.801,0.387,1
12,2024-06-09 00:00:00,230.41,7.819,1.802,0
49,2024-06-18 07:00:00,212.19,1.618,0.343,1
6,2024-06-28 03:00:00,235.41,8.417,1.982,0
48,2024-06-25 22:00:00,218.78,4.59,1.004,1
2,2024-06-15 09:00:00,230.73,11.328,2.614,0
41,2024-06-13 22:00:00,219.09,2.176,0.477,1
46,2024-06-27 22:00:00,217.56,2.235,0.486,1
43,2024-06-17 13:00:00,229.92,2.375,0.546,1
45,2024-06-11 21:00:00,216.19,1.437,0.311,1
32,2024-06-25 08:00:00,225.76,15.922,3.595,0
11,2024-06-05 06:00:00,231.26,14.887,3.443,0
18,2024-06-27 17:00:00,229.85,14.374,3.304,0
32,2024-06-25 21:00:00,230.49,14.861,3.425,0
24,2024-06-01 07:00:00,229.79,15.876,3.648,0
45,2024-06-06 06:00:00,209.7,1.419,0.298,1
30,2024-06-06 03:00:00,232.11,9.259,2.149,0
5,2024-06-06 21:00:00,231.27,13.88,3.21,0
16,2024-06-06 00:00:00,227.7,8.801,2.004,0
33,2024-06-23 05:00:00,226.54,12.87,2.916,0
46,2024-06-03 23:00:00,210.73,0.553,0.117,1
33,2024-06-01 07:00:00,229.28,14.154,3.245,0
46,2024-06-30 00:00:00,224.26,1.451,0.325,1
43,2024-06-13 12:00:00,225.07,1.656,0.373,1
50,2024-06-21 01:00:00,219.27,0.575,0.126,1
15,2024-06-03 16:00:00,227.52,12.277,2.793,0
13,2024-06-08 23:00:00,231.44,9.485,2.195,0
27,2024-06-29 19:00:00,225.31,16.878,3.803,0
3,2024-06-28 21:00:00,235.03,13.789,3.241,0
27,2024-06-06 16:00:00,232.83,11.023,2.566,0
27,2024-06-03 11:00:00,231.47,9.607,2.224,0
35,2024-06-11 16:00:00,233.52,12.155,2.838,0
49,2024-06-28 02:00:00,217.4,4.744,1.031,1
28,2024-06-26 09:00:00,230.77,12.385,2.858,0
36,2024-06-11 00:00:00,234.15,8.104,1.898,0
49,2024-06-10 08:00:00,217.84,1.776,0.387,1
1,2024-06-11 15:00:00,229.82,10.054,2.311,0
31,2024-06-26 16:00:00,230.31,11.726,2.701,0
13,2024-06-24 14:00:00,233.78,9.194,2.149,0
2,2024-06-23 05:00:00,230.53,14.063,3.242,0
10,2024-06-20 19:00:00,231.78,16.762,3.885,0
44,2024-06-02 00:00:00,217.56,2.182,0.475,1
24,2024-06-22 06:00:00,232.87,15.282,3.559,0
26,2024-06-03 16:00:00,231.34,10.09,2.334,0
15,2024-06-13 18:00:00,229.29,15.712,3.603,0
31,2024-06-16 19:00:00,229.95,18.192,4.183,0
23,2024-06-23 00:00:00,225.63,9.22,2.08,0
48,2024-06-16 16:00:00,206.68,0.855,0.177,1
48,2024-06-03 18:00:00,218.09,2.503,0.546,1
21,2024-06-09 11:00:00,232.49,9.217,2.143,0
46,2024-06-24 05:00:00,219.44,2.052,0.45,1
27,2024-06-07 00:00:00,231.42,8.459,1.958,0
4,2024-06-16 14:00:00,227.88,9.339,2.128,0
50,2024-06-21 08:00:00,210.85,0.916,0.193,1
14,2024-06-23 03:00:00,240.67,9.434,2.27,0
3,2024-06-25 01:00:00,230.03,9.472,2.179,0
31,2024-06-29 16:00:00,236.28,11.899,2.812,0
29,2024-06-05 19:00:00,235.46,15.902,3.744,0
26,2024-06-16 18:00:00,236.22,15.901,3.756,0
28,2024-06-16 07:00:00,232.51,14.423,3.353,0
36,2024-06-23 16:00:00,234.24,10.77,2.523,0
5,2024-06-07 06:00:00,229.71,14.903,3.423,0
34,2024-06-09 16:00:00,229.91,12.454,2.863,0
1,2024-06-25 18:00:00,229.36,16.014,3.673,0
33,2024-06-25 05:00:00,227.23,12.049,2.738,0
5,2024-06-04 02:00:00,230.86,8.762,2.023,0
22,2024-06-22 15:00:00,227.8,9.301,2.119,0
33,2024-06-19 05:00:00,229.12,11.841,2.713,0
38,2024-06-27 21:00:00,234.71,13.459,3.159,0
12,2024-06-18 00:00:00,225.51,7.146,1.612,0
5,2024-06-07 11:00:00,229.66,9.015,2.07,0
15,2024-06-29 11:00:00,233.83,9.573,2.238,0
10,2024-06-03 15:00:00,227.75,9.813,2.235,0
1,2024-06-10 11:00:00,230.67,9.775,2.255,0
5,2024-06-03 13:00:00,228.63,7.964,1.821,0
20,2024-06-26 08:00:00,226.69,14.481,3.283,0
26,2024-06-27 12:00:00,237.42,8.388,1.991,0
29,2024-06-08 18:00:00,233.25,15.691,3.66,0
14,2024-06-12 20:00:00,235.87,16.36,3.859,0
19,2024-06-10 20:00:00,224.44,15.958,3.582,0
27,2024-06-15 20:00:00,224.79,15.728,3.536,0
30,2024-06-10 03:00:00,224.98,9.388,2.112,0
11,2024-06-15 10:00:00,231.53,10.591,2.452,0
43,2024-06-29 04:00:00,221.22,1.15,0.254,1
47,2024-06-25 20:00:00,217.34,1.894,0.412,1
44,2024-06-10 09:00:00,209.29,1.72,0.36,1
25,2024-06-14 04:00:00,228.06,11.322,2.582,0
29,2024-06-25 10:00:00,231.86,10.381,2.407,0
29,2024-06-12 03:00:00,237.85,8.939,2.126,0
48,2024-06-15 19:00:00,219.9,1.867,0.411,1
17,2024-06-26 03:00:00,229.49,8.749,2.008,0
34,2024-06-23 02:00:00,232.63,8.023,1.866,0
11,2024-06-09 01:00:00,223.61,9.567,2.139,0
18,2024-06-12 19:00:00,231.39,17.67,4.089,0
22,2024-06-01 03:00:00,229.12,8.637,1.979,0
25,2024-06-10 00:00:00,232.16,9.546,2.216,0
36,2024-06-16 10:00:00,226.79,11.017,2.499,0
2,2024-05-31 13:00:00,231.44,8.735,2.022,0
10,2024-06-10 06:00:00,229.68,15.323,3.519,0
22,2024-06-25 03:00:00,229.16,10.167,2.33,0
31,2024-06-10 05:00:00,226.61,13.432,3.044,0
38,2024-05-31 01:00:00,232.92,7.612,1.773,0
26,2024-06-08 00:00:00,228.98,9.556,2.188,0
40,2024-06-16 23:00:00,227.56,10.736,2.443,0
30,2024-06-22 16:00:00,227.63,10.907,2.483,0
8,2024-06-11 14:00:00,225.28,8.37,1.886,0
34,2024-06-08 23:00:00,228.04,10.497,2.394,0
26,2024-06-20 00:00:00,230.95,9.265,2.14,0
41,2024-06-27 07:00:00,215.89,1.479,0.319,1
33,2024-06-15 20:00:00,223.89,17.741,3.972,0
4,2024-06-28 16:00:00,224.42,12.04,2.702,0
9,2024-06-17 11:00:00,233.08,8.497,1.981,0
33,2024-06-17 07:00:00,228.63,15.637,3.575,0
47,2024-06-11 16:00:00,225.75,1.496,0.338,1
10,2024-06-29 06:00:00,229.82,15.245,3.504,0
2,2024-06-04 14:00:00,232.73,8.611,2.004,0
29,2024-06-26 14:00:00,235.52,8.912,2.099,0
3,2024-06-13 17:00:00,231.19,13.233,3.059,0
28,2024-06-09 10:00:00,235.79,10.201,2.405,0
31,2024-06-17 07:00:00,227.47,15.102,3.435,0
6,2024-06-07 12:00:00,232.2,8.118,1.885,0
29,2024-06-06 21:00:00,232.43,13.765,3.199,0
7,2024-06-29 23:00:00,230.62,9.723,2.242,0
25,2024-06-04 10:00:00,231.7,10.662,2.47,0
49,2024-05-31 15:00:00,217.05,2.729,0.592,1
3,2024-06-06 08:00:00,226.18,14.787,3.345,0
36,2024-06-20 14:00:00,230.01,9.478,2.18,0
28,2024-06-21 01:00:00,231.65,9.875,2.288,0
28,2024-06-03 18:00:00,231.24,15.996,3.699,0
22,2024-06-24 08:00:00,229.34,15.695,3.599,0
8,2024-06-01 14:00:00,229.22,9.643,2.21,0
5,2024-06-05 21:00:00,231.02,14.796,3.418,0
41,2024-06-13 09:00:00,210.65,1.711,0.36,1
19,2024-06-29 00:00:00,229.13,8.734,2.001,0
44,2024-06-21 07:00:00,210.09,1.782,0.374,1
12,2024-06-21 04:00:00,228.07,10.516,2.398,0
3,2024-06-11 01:00:00,230.05,8.922,2.053,0
48,2024-06-05 15:00:00,212.16,1.226,0.26,1
19,2024-06-27 04:00:00,224.92,10.64,2.393,0
35,2024-06-29 01:00:00,230.84,8.123,1.875,0
48,2024-06-13 11:00:00,221.89,8.408,1.866,1
2,2024-06-19 05:00:00,228.34,12.658,2.89,0
47,2024-06-04 02:00:00,216.75,1.095,0.237,1
48,2024-06-20 16:00:00,211.33,1.068,0.226,1
1,2024-06-09 01:00:00,232.82,9.524,2.217,0
46,2024-06-04 12:00:00,230.81,1.393,0.322,1
24,2024-06-11 22:00:00,228.71,10.865,2.485,0
30,2024-06-27 22:00:00,229.9,12.795,2.942,0
8,2024-06-17 11:00:00,228.91,9.092,2.081,0
50,2024-06-29 06:00:00,224.96,1.165,0.262,1
19,2024-06-25 10:00:00,232.76,11.485,2.673,0
29,2024-06-09 06:00:00,228.57,13.21,3.019,0
6,2024-06-09 19:00:00,229.91,18.109,4.163,0
45,2024-06-12 22:00:00,212.44,1.905,0.405,1
17,2024-06-26 06:00:00,226.19,15.968,3.612,0
2,2024-06-09 06:00:00,228.16,15.351,3.502,0
8,2024-06-27 16:00:00,238.3,10.517,2.506,0
39,2024-06-07 01:00:00,229.73,9.729,2.235,0
12,2024-06-26 19:00:00,230.57,16.529,3.811,0
31,2024-05-31 02:00:00,231.96,9.294,2.156,0
39,2024-06-15 17:00:00,230.51,14.442,3.329,0
18,2024-06-29 06:00:00,226.26,15.488,3.504,0
30,2024-06-23 19:00:00,225.09,17.32,3.899,0
44,2024-06-04 21:00:00,224.31,8.077,1.812,1
22,2024-06-12 23:00:00,232.64,9.652,2.246,0
8,2024-06-17 23:00:00,232.05,10.219,2.371,0
24,2024-06-29 12:00:00,234.18,9.75,2.283,0
35,2024-06-05 16:00:00,230.88,11.207,2.587,0
40,2024-05-31 17:00:00,230.65,13.197,3.044,0
15,2024-06-07 17:00:00,223.98,13.504,3.025,0
27,2024-06-06 13:00:00,231.43,8.34,1.93,0
39,2024-06-24 07:00:00,231.07,14.185,3.278,0
41,2024-06-09 22:00:00,221.15,0.59,0.13,1
18,2024-06-29 15:00:00,230.24,9.884,2.276,0
19,2024-06-07 20:00:00,236.72,15.188,3.595,0
6,2024-06-04 02:00:00,230.4,8.491,1.956,0
36,2024-06-01 00:00:00,228.51,8.934,2.042,0
3,2024-06-14 08:00:00,229.88,14.86,3.416,0
30,2024-06-20 21:00:00,227.02,12.848,2.917,0
49,2024-06-01 13:00:00,218.89,5.106,1.118,1
23,2024-06-26 06:00:00,229.35,14.029,3.218,0
15,2024-06-17 04:00:00,234.63,10.317,2.421,0
29,2024-06-26 07:00:00,233.25,14.376,3.353,0
31,2024-06-29 06:00:00,226.48,14.883,3.371,0
3,2024-06-09 12:00:00,227.68,10.158,2.313,0
30,2024-06-15 14:00:00,229.45,9.179,2.106,0
20,2024-06-05 03:00:00,230.22,10.046,2.313,0
33,2024-06-13 08:00:00,231.95,14.179,3.289,0
10,2024-06-19 11:00:00,232.75,10.058,2.341,0
9,2024-06-20 14:00:00,232.11,9.592,2.226,0
26,2024-06-09 12:00:00,230.64,8.488,1.958,0
6,2024-05-31 14:00:00,225.66,8.743,1.973,0
36,2024-06-25 12:00:00,229.17,8.727,2.0,0
35,2024-06-09 21:00:00,223.88,14.207,3.181,0
23,2024-06-05 01:00:00,224.67,8.786,1.974,0
2,2024-06-28 09:00:00,228.01,12.806,2.92,0
20,2024-06-19 16:00:00,231.58,11.192,2.592,0
10,2024-06-29 08:00:00,231.18,13.28,3.07,0
13,2024-06-26 15:00:00,230.21,10.268,2.364,0
22,2024-06-28 19:00:00,231.6,17.352,4.019,0
46,2024-06-05 00:00:00,218.68,4.018,0.879,1
40,2024-06-21 16:00:00,234.63,10.801,2.534,0
28,2024-05-31 19:00:00,229.14,17.356,3.977,0
5,2024-06-28 22:00:00,230.76,11.301,2.608,0
20,2024-06-29 21:00:00,231.38,15.343,3.55,0
12,2024-06-12 22:00:00,234.94,11.417,2.682,0
15,2024-06-01 08:00:00,236.64,14.547,3.442,0
31,2024-06-08 10:00:00,232.82,10.973,2.555,0
20,2024-06-08 20:00:00,229.7,16.214,3.724,0
5,2024-06-12 17:00:00,230.2,14.147,3.257,0
12,2024-06-14 18:00:00,234.71,15.448,3.626,0
37,2024-06-16 06:00:00,235.62,14.476,3.411,0
45,2024-06-02 20:00:00,239.04,4.307,1.03,1
22,2024-06-17 01:00:00,229.96,8.091,1.861,0
20,2024-06-26 03:00:00,229.57,9.528,2.187,0
50,2024-06-13 23:00:00,232.74,1.641,0.382,1
9,2024-06-29 16:00:00,225.18,11.349,2.556,0
14,2024-06-08 23:00:00,230.31,9.803,2.258,0
5,2024-05-31 23:00:00,231.24,9.838,2.275,0
50,2024-06-20 10:00:00,221.35,2.253,0.499,1
5,2024-06-15 04:00:00,226.12,11.59,2.621,0
10,2024-05-31 03:00:00,233.99,9.195,2.151,0
46,2024-06-26 22:00:00,210.28,2.66,0.559,1
33,2024-06-03 19:00:00,226.39,17.091,3.869,0
49,2024-06-26 01:00:00,215.79,1.492,0.322,1
16,2024-06-26 05:00:00,231.55,11.986,2.775,0
45,2024-06-27 19:00:00,221.43,1.232,0.273,1
49,2024-06-12 12:00:00,208.23,1.969,0.41,1
43,2024-06-11 02:00:00,229.65,2.448,0.562,1
42,2024-06-29 17:00:00,212.98,2.797,0.596,1
29,2024-06-06 17:00:00,231.58,14.445,3.345,0
29,2024-06-22 07:00:00,236.16,14.651,3.46,0
32,2024-06-21 22:00:00,227.4,10.758,2.446,0
25,2024-06-05 20:00:00,230.74,16.873,3.893,0
39,2024-06-27 13:00:00,230.52,8.552,1.971,0
38,2024-06-10 19:00:00,227.79,17.993,4.099,0
14,2024-06-13 00:00:00,229.11,8.446,1.935,0
5,2024-06-10 04:00:00,225.89,11.517,2.601,0
28,2024-06-20 02:00:00,232.81,7.965,1.854,0
6,2024-06-02 20:00:00,230.75,15.836,3.654,0
10,2024-06-18 12:00:00,229.53,9.832,2.257,0
26,2024-06-07 02:00:00,225.91,9.448,2.134,0
8,2024-06-25 15:00:00,224.48,10.073,2.261,0
23,2024-06-20 12:00:00,228.13,8.791,2.006,0
40,2024-06-17 18:00:00,231.07,15.368,3.551,0
46,2024-06-04 06:00:00,223.82,1.129,0.253,1
26,2024-06-07 13:00:00,235.78,8.955,2.111,0
2,2024-06-28 23:00:00,228.98,10.471,2.398,0
24,2024-06-08 22:00:00,232.11,12.105,2.81,0
16,2024-06-06 21:00:00,227.87,13.291,3.029,0
47,2024-06-15 21:00:00,218.06,2.296,0.501,1
26,2024-06-27 06:00:00,232.53,14.475,3.366,0
34,2024-06-01 21:00:00,228.69,14.849,3.396,0
21,2024-06-22 10:00:00,230.88,10.344,2.388,0
47,2024-06-01 09:00:00,223.56,1.132,0.253,1
45,2024-06-20 14:00:00,215.19,0.752,0.162,1
20,2024-06-06 12:00:00,228.04,8.31,1.895,0
46,2024-06-17 22:00:00,198.57,3.797,0.754,1
10,2024-06-16 03:00:00,230.4,9.624,2.217,0
32,2024-06-21 01:00:00,228.21,8.63,1.969,0
17,2024-06-10 17:00:00,229.57,14.61,3.354,0
34,2024-06-22 23:00:00,228.42,10.185,2.327,0
19,2024-06-06 09:00:00,231.21,11.705,2.706,0
1,2024-06-18 09:00:00,229.24,12.909,2.959,0
7,2024-06-22 01:00:00,233.23,8.355,1.949,0
10,2024-06-27 07:00:00,226.79,14.824,3.362,0
18,2024-06-04 08:00:00,237.21,13.904,3.298,0
4,2024-06-05 17:00:00,226.77,13.761,3.121,0
5,2024-06-11 12:00:00,228.1,9.587,2.187,0
49,2024-06-06 15:00:00,230.24,0.515,0.119,1
43,2024-06-18 04:00:00,231.33,1.079,0.25,1
32,2024-05-31 23:00:00,232.61,9.417,2.191,0
10,2024-06-14 10:00:00,231.04,10.688,2.469,0
44,2024-06-17 05:00:00,200.58,2.24,0.449,1
46,2024-06-18 20:00:00,209.04,4.773,0.998,1
38,2024-06-01 20:00:00,230.34,16.58,3.819,0
3,2024-06-28 19:00:00,229.22,16.209,3.715,0
49,2024-06-07 21:00:00,207.68,1.7,0.353,1
20,2024-06-17 17:00:00,228.25,14.378,3.282,0
39,2024-06-08 09:00:00,230.41,12.385,2.854,0
5,2024-06-02 20:00:00,229.29,17.026,3.904,0
19,2024-06-09 04:00:00,230.74,10.614,2.449,0
13,2024-06-28 09:00:00,228.27,12.238,2.794,0
33,2024-06-07 06:00:00,234.93,13.741,3.228,0
2,2024-06-25 18:00:00,228.02,15.56,3.548,0
11,2024-06-13 06:00:00,225.92,14.561,3.29,0
22,2024-06-12 12:00:00,228.47,9.809,2.241,0
50,2024-06-24 10:00:00,213.33,6.473,1.381,1
43,2024-06-03 20:00:00,218.46,2.673,0.584,1
42,2024-06-19 16:00:00,211.74,2.116,0.448,1
29,2024-06-14 02:00:00,230.84,9.752,2.251,0
2,2024-06-29 09:00:00,230.19,13.251,3.05,0
38,2024-05-31 18:00:00,225.76,17.401,3.928,0
3,2024-06-29 20:00:00,230.3,16.979,3.91,0
44,2024-06-11 09:00:00,212.88,1.811,0.386,1
9,2024-06-18 04:00:00,226.16,11.278,2.551,0
11,2024-06-07 17:00:00,233.46,13.337,3.114,0
49,2024-06-08 00:00:00,211.85,1.26,0.267,1
29,2024-05-31 15:00:00,230.98,10.703,2.472,0
23,2024-06-19 01:00:00,226.93,8.975,2.037,0
47,2024-06-04 04:00:00,222.22,1.151,0.256,1
12,2024-06-19 07:00:00,229.59,14.975,3.438,0
30,2024-06-26 16:00:00,236.56,11.473,2.714,0
44,2024-05-31 19:00:00,224.99,1.077,0.242,1
23,2024-06-08 19:00:00,231.15,16.659,3.851,0
43,2024-06-28 01:00:00,239.35,2.301,0.551,1
9,2024-06-17 12:00:00,224.97,9.311,2.095,0
32,2024-06-10 09:00:00,231.93,11.998,2.783,0
40,2024-06-23 01:00:00,226.55,8.934,2.024,0
27,2024-06-09 23:00:00,234.25,9.756,2.285,0
6,2024-06-02 07:00:00,229.78,15.507,3.563,0
41,2024-06-02 19:00:00,215.88,0.938,0.202,1
46,2024-06-18 00:00:00,215.22,1.523,0.328,1
22,2024-06-03 02:00:00,229.73,9.247,2.124,0
23,2024-06-17 11:00:00,228.35,9.294,2.122,0
13,2024-06-29 05:00:00,227.68,12.972,2.953,0
8,2024-06-05 22:00:00,230.15,11.639,2.679,0
22,2024-06-19 06:00:00,232.96,13.328,3.105,0
30,2024-06-22 04:00:00,227.87,10.778,2.456,0
44,2024-06-06 02:00:00,209.26,2.307,0.483,1
33,2024-06-09 19:00:00,227.23,17.663,4.014,0
9,2024-06-05 05:00:00,230.5,12.148,2.8,0
4,2024-06-05 12:00:00,228.0,8.701,1.984,0
1,2024-06-08 04:00:00,231.59,11.155,2.583,0
22,2024-06-03 23:00:00,232.08,8.628,2.002,0
19,2024-06-15 06:00:00,228.79,15.137,3.463,0
18,2024-06-26 17:00:00,231.51,15.138,3.505,0
33,2024-06-09 21:00:00,227.82,14.198,3.235,0
33,2024-06-25 08:00:00,225.35,15.364,3.462,0
48,2024-06-01 17:00:00,217.43,2.752,0.598,1
21,2024-06-24 06:00:00,226.15,14.736,3.333,0
2,2024-05-31 12:00:00,230.16,9.951,2.29,0
42,2024-06-28 06:00:00,211.0,6.884,1.452,1
39,2024-06-10 07:00:00,235.92,13.912,3.282,0
38,2024-06-24 11:00:00,227.19,9.902,2.25,0
34,2024-06-22 16:00:00,230.93,12.499,2.886,0
4,2024-06-04 16:00:00,223.65,10.909,2.44,0
40,2024-06-13 06:00:00,223.43,14.405,3.218,0
14,2024-06-19 02:00:00,230.87,9.782,2.258,0
36,2024-06-20 17:00:00,232.38,13.714,3.187,0
32,2024-06-22 16:00:00,230.92,10.87,2.51,0
17,2024-06-24 17:00:00,230.85,13.49,3.114,0
37,2024-06-22 11:00:00,230.37,8.629,1.988,0
3,2024-06-13 07:00:00,230.04,15.935,3.666,0
8,2024-06-24 23:00:00,226.57,11.027,2.498,0
1,2024-06-26 00:00:00,236.93,8.753,2.074,0
30,2024-06-18 03:00:00,231.65,9.413,2.18,0
44,2024-06-20 11:00:00,207.55,5.965,1.238,1
26,2024-06-25 16:00:00,230.09,10.885,2.505,0
46,2024-06-27 16:00:00,223.68,8.443,1.889,1
24,2024-06-06 09:00:00,225.49,12.029,2.713,0
35,2024-06-29 19:00:00,233.76,16.386,3.831,0
15,2024-06-05 17:00:00,230.96,13.467,3.11,0
17,2024-06-08 12:00:00,225.08,9.635,2.169,0
11,2024-06-13 23:00:00,224.96,9.254,2.082,0
35,2024-06-03 19:00:00,232.72,18.289,4.256,0
25,2024-05-31 15:00:00,231.0,10.043,2.32,0
33,2024-06-20 08:00:00,225.44,14.957,3.372,0
35,2024-06-14 01:00:00,230.67,8.637,1.992,0
46,2024-06-23 20:00:00,208.12,1.73,0.36,1
4,2024-06-19 19:00:00,227.58,17.934,4.081,0
5,2024-06-22 04:00:00,233.64,11.653,2.723,0
16,2024-06-16 16:00:00,225.89,11.12,2.512,0
49,2024-06-18 06:00:00,219.0,1.844,0.404,1
41,2024-06-28 17:00:00,215.28,4.615,0.994,1
11,2024-06-05 00:00:00,228.3,9.141,2.087,0
17,2024-06-06 04:00:00,229.2,11.033,2.529,0
36,2024-06-29 20:00:00,224.39,16.984,3.811,0
46,2024-06-22 07:00:00,224.06,2.258,0.506,1
1,2024-06-19 01:00:00,231.1,8.178,1.89,0
30,2024-06-02 22:00:00,231.53,11.585,2.682,0
35,2024-06-07 09:00:00,236.49,12.145,2.872,0
12,2024-06-09 23:00:00,233.27,10.417,2.43,0
28,2024-06-11 14:00:00,229.64,9.351,2.147,0
35,2024-06-06 18:00:00,227.11,15.443,3.507,0
25,2024-06-18 23:00:00,229.62,10.596,2.433,0
15,2024-06-25 06:00:00,232.59,13.642,3.173,0
15,2024-06-16 18:00:00,235.06,16.691,3.923,0
26,2024-06-23 21:00:00,227.61,13.381,3.046,0
44,2024-06-18 21:00:00,229.16,0.608,0.139,1
12,2024-06-19 06:00:00,228.37,14.879,3.398,0
45,2024-06-11 17:00:00,215.87,0.789,0.17,1
35,2024-06-23 04:00:00,229.71,10.925,2.51,0
14,2024-06-13 19:00:00,228.55,17.804,4.069,0
45,2024-06-24 21:00:00,216.34,1.299,0.281,1
15,2024-06-03 17:00:00,229.08,13.634,3.123,0
30,2024-06-12 03:00:00,228.41,10.661,2.435,0
24,2024-06-09 11:00:00,231.06,8.934,2.064,0
9,2024-06-04 10:00:00,231.94,10.189,2.363,0
22,2024-06-16 16:00:00,231.47,9.977,2.309,0
41,2024-06-24 20:00:00,230.14,2.333,0.537,1
34,2024-06-29 09:00:00,233.82,12.772,2.986,0
16,2024-06-21 04:00:00,229.56,10.112,2.321,0
4,2024-06-20 06:00:00,230.5,14.408,3.321,0
9,2024-06-27 11:00:00,228.84,9.487,2.171,0
18,2024-06-22 00:00:00,226.46,10.095,2.286,0
34,2024-06-17 18:00:00,226.46,16.38,3.709,0
19,2024-06-07 23:00:00,238.25,9.808,2.337,0
38,2024-06-05 17:00:00,227.37,14.987,3.408,0
29,2024-06-26 08:00:00,237.17,13.809,3.275,0
3,2024-06-25 13:00:00,235.16,9.359,2.201,0
27,2024-06-22 18:00:00,229.8,15.553,3.574,0
47,2024-06-04 13:00:00,210.84,1.943,0.41,1
41,2024-06-06 18:00:00,214.5,1.143,0.245,1
27,2024-06-18 13:00:00,230.97,9.0,2.079,0
33,2024-05-31 10:00:00,228.19,10.459,2.387,0
36,2024-06-04 06:00:00,227.78,14.796,3.37,0
34,2024-06-04 23:00:00,224.49,10.048,2.256,0
49,2024-06-18 05:00:00,231.5,5.423,1.255,1
19,2024-06-28 08:00:00,226.73,15.221,3.451,0
14,2024-06-01 22:00:00,231.16,11.341,2.622,0
40,2024-06-05 10:00:00,232.65,11.322,2.634,0
1,2024-06-23 14:00:00,229.93,8.991,2.067,0
35,2024-06-10 19:00:00,226.89,17.2,3.902,0
10,2024-06-01 09:00:00,223.55,13.218,2.955,0
19,2024-06-11 08:00:00,232.54,13.482,3.135,0
18,2024-06-25 01:00:00,230.72,7.992,1.844,0
33,2024-06-19 09:00:00,228.02,12.705,2.897,0
13,2024-06-10 05:00:00,226.3,12.925,2.925,0
28,2024-06-28 13:00:00,227.33,9.364,2.129,0
11,2024-06-14 17:00:00,229.15,13.322,3.053,0
42,2024-06-25 18:00:00,216.16,1.983,0.429,1
31,2024-06-09 20:00:00,228.11,16.242,3.705,0
29,2024-06-07 01:00:00,225.96,7.76,1.753,0
30,2024-06-14 05:00:00,227.81,13.127,2.99,0
24,2024-06-03 03:00:00,231.32,8.519,1.971,0
33,2024-06-20 13:00:00,233.02,8.442,1.967,0
35,2024-06-19 09:00:00,232.26,13.135,3.051,0
29,2024-06-12 01:00:00,231.09,8.101,1.872,0
35,2024-06-01 14:00:00,228.14,9.346,2.132,0
27,2024-06-28 11:00:00,236.13,9.575,2.261,0
36,2024-06-29 15:00:00,228.4,9.915,2.265,0
2,2024-06-27 08:00:00,232.53,13.127,3.053,0
42,2024-06-08 05:00:00,211.52,7.073,1.496,1
23,2024-06-22 04:00:00,227.16,10.355,2.352,0
17,2024-06-02 13:00:00,228.09,9.275,2.115,0
17,2024-06-09 05:00:00,228.34,11.372,2.597,0
37,2024-06-19 04:00:00,232.12,10.291,2.389,0
30,2024-06-13 20:00:00,230.2,16.706,3.846,0
20,2024-06-21 03:00:00,227.47,9.692,2.205,0
48,2024-06-27 12:00:00,220.02,2.273,0.5,1
47,2024-06-03 19:00:00,224.56,1.799,0.404,1
9,2024-06-10 05:00:00,233.27,11.415,2.663,0
28,2024-06-16 12:00:00,238.9,9.9,2.365,0
29,2024-06-18 14:00:00,227.82,10.768,2.453,0
33,2024-06-29 21:00:00,227.94,15.413,3.513,0
